E01000001,0,0.7
E01000001,1,0.873015873016
E01000001,2,0.0
E01000001,3,0.777777777778
E01000001,4,0.25
E01000001,5,0.666666666667
E01000001,6,0.3125
E01000001,7,0.571428571429
E01000001,8,0.52380952381
E01000001,9,0.923076923077
E01000001,10,0.0
E01000001,11,0.882352941176
E01000001,13,0.0
E01000002,0,0.823529411765
E01000002,1,0.810810810811
E01000002,2,0.0
E01000002,3,0.6
E01000002,4,0.5
E01000002,5,0.428571428571
E01000002,6,0.170212765957
E01000002,7,0.0
E01000002,8,0.535714285714
E01000002,9,0.9375
E01000002,10,0.0
E01000002,11,0.904761904762
E01000002,12,0.5
E01000002,13,0.0
E01000003,0,1.0
E01000003,1,0.8
E01000003,2,0.0
E01000003,3,1.0
E01000003,4,0.333333333333
E01000003,5,1.0
E01000003,6,0.142857142857
E01000003,7,0.0
E01000003,9,1.0
E01000003,10,0.0
E01000003,11,0.764705882353
E01000003,12,1.0
E01000003,13,0.0
E01000005,0,0.538461538462
E01000005,1,0.861788617886
E01000005,2,0.0
E01000005,3,0.772727272727
E01000005,4,0.409090909091
E01000005,5,0.642857142857
E01000005,6,0.333333333333
E01000005,7,0.05
E01000005,8,0.352941176471
E01000005,9,0.947368421053
E01000005,10,0.0181818181818
E01000005,11,0.7
E01000005,12,0.75
E01000005,13,0.5
E01000006,0,0.111111111111
E01000006,1,1.0
E01000006,2,0.0
E01000006,3,0.571428571429
E01000006,4,0.0
E01000006,5,0.3125
E01000006,6,0.466666666667
E01000006,9,0.0
E01000006,10,0.166666666667
E01000006,12,1.0
E01000007,0,0.388888888889
E01000007,1,0.657142857143
E01000007,2,0.0
E01000007,3,0.3125
E01000007,4,0.525
E01000007,5,0.5
E01000007,6,0.563636363636
E01000007,7,0.166666666667
E01000007,8,0.0
E01000007,9,0.388888888889
E01000007,10,0.166666666667
E01000007,11,0.72
E01000007,12,0.909090909091
E01000007,13,0.0
E01000008,0,0.5
E01000008,1,0.887640449438
E01000008,2,0.0
E01000008,3,0.25
E01000008,4,0.666666666667
E01000008,5,0.291666666667
E01000008,6,0.655737704918
E01000008,7,0.666666666667
E01000008,8,0.833333333333
E01000008,10,0.181818181818
E01000008,11,0.666666666667
E01000008,12,0.555555555556
E01000008,13,0.0
E01000009,0,0.296296296296
E01000009,1,0.652173913043
E01000009,2,0.0
E01000009,3,0.363636363636
E01000009,4,0.666666666667
E01000009,5,0.4
E01000009,6,0.60824742268
E01000009,7,0.5
E01000009,8,0.75
E01000009,9,1.0
E01000009,10,0.0333333333333
E01000009,11,0.857142857143
E01000009,12,0.761904761905
E01000009,13,0.0
E01000010,0,0.316666666667
E01000010,1,0.691358024691
